item_id,translator,seg_id,src_en,hyp_bn,seg_mismatch,cometkiwi,metricx,labse,metricx_err
US-00001,gpt-oss:120b,0,"A 4670-g (10-lb 5-oz) male newborn is delivered at term to a 26-year-old woman after prolonged labor. Apgar scores are 9 and 9 at 1 and 5 minutes. Examination in the delivery room shows swelling, tenderness, and crepitus over the left clavicle. There is decreased movement of the left upper extremity. Movement of the hands and wrists are normal. A grasping reflex is normal in both hands. An asymmetric Moro reflex is present. The remainder of the examination shows no abnormalities and an anteroposterior x-ray confirms the diagnosis. Which of the following is the most appropriate next step in management?","একটি ৪৬৭০ গ্রাম (১০ পাউন্ড ৫ আউন্স) ওজনের পুরুষ নবজাতককে দীর্ঘ সময়ের প্রসবের পর ২৬ বছর বয়সী এক মহিলার গর্ভধারণে পূর্ণমেয়াদে জন্ম দেওয়া হয়। অ্যাপগার স্কোর ১ এবং ৫ মিনিটে উভয়ই ৯। ডেলিভারি রুমে পরীক্ষায় বাম ক্ল্যাভিকল এলাকায় ফোলাভাব, সংবেদনশীলতা ও ক্রেপিটাস দেখা যায়। বাম উপরের অঙ্গের গতিবিধি কমে গেছে। হাত ও কব্জির গতি স্বাভাবিক। উভয় হাতে গ্রাস প্রতিফলন স্বাভাবিক। একটি অসমমিত মোরো রিফ্লেক্স উপস্থিত। পরীক্ষার বাকী অংশে কোনো অসাধারণতা নেই এবং এন্টেরোপোস্টেরিয়র এক্স-রে নির্ণয় নিশ্চিত করে। নিম্নলিখিতগুলির মধ্যে ব্যবস্থাপনার সর্বাধিক উপযুক্ত পরবর্তী ধাপ কোনটি?",0,0.8197413682937622,-4.468317031860352,0.8342978358268738,4.468317031860352
US-00001,gpt-oss:120b,1,Nerve conduction study,স্নায়ু পরিবাহিতা পরীক্ষা,0,0.8525505065917969,-0.30429786443710327,0.6948963403701782,0.30429786443710327
US-00001,gpt-oss:120b,2,Surgical fixation,শল্যচিকিৎসা দ্বারা স্থিতিশীলকরণ,0,0.7619940638542175,-1.2098149061203003,0.5364000201225281,1.2098149061203003
US-00001,gpt-oss:120b,3,Physical therapy,শারীরিক থেরাপি,0,0.8731772303581238,-0.12899455428123474,0.9068516492843628,0.12899455428123474
US-00001,gpt-oss:120b,4,Pin sleeve to the shirt,পিন স্লিভটি শার্টে যুক্ত করা,0,0.8101283311843872,-2.8627891540527344,0.6647087335586548,2.8627891540527344
US-00001,gpt-oss:120b,5,Splinting of the arm,হাতের স্প্লিন্টিং,0,0.6690263152122498,-1.2963719367980957,0.6788906455039978,1.2963719367980957
US-00001,gpt-oss:120b,6,MRI of the clavicle,ক্ল্যাভিকলের এমআরআই,0,0.8637869358062744,-1.1897889375686646,0.6813535690307617,1.1897889375686646
US-00002,gpt-oss:120b,0,"A 66-year-old man comes to the physician for a 3-month history of fatigue. He has hypertension and hyperlipidemia. He had a transient ischemic attack 3 years ago. He drinks 3 beers a day, and sometimes a couple more on social occasions. He currently takes aspirin, simvastatin, hydrochlorothiazide, and metoprolol. His temperature is 37.1°C (98.8°F), pulse is 78, respirations are 19/min, and oxygen saturation on room air is 97%. He is in no distress but shows marked pallor and has multiple pinpoint, red, nonblanching spots on his extremities. On palpation, his spleen is significantly enlarged. Laboratory studies show a hemoglobin of 8.0 g/dL, a leukocyte count of 80,000/mm3, and a platelet count of 34,000/mm3. A blood smear shows immature cells with large, prominent nucleoli and pink, elongated, needle-shaped cytoplasmic inclusions. Which of the following is the most likely diagnosis?","একজন ৬৬ বছর বয়সী পুরুষ তিন মাসের ক্লান্তির ইতিহাস নিয়ে ডাক্তারের কাছে আসেন। তার উচ্চ রক্তচাপ এবং হাইপারলিপিডেমিয়া রয়েছে। তিনি তিন বছর আগে একটি অস্থায়ী ইস্কেমিক আক্রমণ (TIA) এ আক্রান্ত ছিলেন। তিনি দিনে ৩টি বিয়ার পান করেন, এবং সামাজিক অনুষ্ঠানে কখনও কখনও আরও দু'টুকু পান করেন। বর্তমানে তিনি অ্যাসপিরিন, সিমভাস্টাটিন, হাইড্রোক্লোরোথায়াজাইড এবং মেটোপ্রোলল গ্রহণ করছেন। তার তাপমাত্রা ৩৭.১°C (৯৮.৮°F), পালস ৭৮, শ্বাসপ্রশ্বাস প্রতি মিনিটে ১৯, ও কক্ষের বাতাসে অক্সিজেন স্যাচুরেশন ৯৭%। তিনি কোনো অস্বস্তি প্রকাশ না করলেও স্পষ্টভাবে ফিক্কা দেখায় এবং তার অঙ্গগুলিতে একাধিক সূক্ষ্ম লাল, নন-ব্লাঞ্চিং দাগ রয়েছে। প্যালপেশনে তার প্লীহা উল্লেখযোগ্যভাবে বড়। পরীক্ষার ফলাফল দেখায় হিমোগ্লোবিন ৮.০ গি/ডিএল, শ্বেত রক্তকণিকা সংখ্যা ৮০,০০০/mm3 এবং প্লেটলেট সংখ্যা ৩৪,০০০/mm3। রক্তের স্মিয়ারে দেখা যায় বড় ও স্পষ্ট নিউক্লিওলি সহ অপরিপক কোষ এবং গোলাপী, লম্বা, সূচের মতো সাইটোপ্লাজমিক ইনক্লুশন। নিম্নলিখিতগুলির মধ্যে কোনটি সবচেয়ে সম্ভাব্য নির্ণয়?",0,0.782433807849884,-4.916184425354004,0.8895106911659241,4.916184425354004
US-00002,gpt-oss:120b,1,Cirrhosis,সিরোসিস,0,0.8800708055496216,-0.3241455554962158,0.725441038608551,0.3241455554962158
US-00002,gpt-oss:120b,2,Acute lymphoblastic leukemia,তীব্র লিম্ফোব্লাস্টিক লিউকেমিয়া,0,0.8710644245147705,-0.22704246640205383,0.8709402084350586,0.22704246640205383
US-00002,gpt-oss:120b,3,Chronic myelogenous leukemia,দীর্ঘস্থায়ী মাইলোজেনাস লিউকেমিয়া,0,0.862040102481842,-0.2133055180311203,0.7851136922836304,0.2133055180311203
US-00002,gpt-oss:120b,4,Myelodysplastic syndrome,মায়েলোডিসপ্লাস্টিক সিন্ড্রোম,0,0.8722569942474365,-0.23817181587219238,0.8304294943809509,0.23817181587219238
US-00002,gpt-oss:120b,5,Chronic lymphocytic leukemia,দীর্ঘস্থায়ী লিম্ফোসাইটিক লিউকেমিয়া,0,0.8592061400413513,-0.15308335423469543,0.8553569316864014,0.15308335423469543
US-00002,gpt-oss:120b,6,Acute myelogenous leukemia,তীব্র মাইলোজেনাস লিউকেমিয়া,0,0.8333843350410461,-0.2368827760219574,0.7917760014533997,0.2368827760219574
US-00003,gpt-oss:120b,0,"A 40-year-old man comes to the physician because of a 5-month history of watery diarrhea and episodic crampy abdominal pain. He has no fever, nausea, or vomiting. Over the past 6 months, he has had a 1.8-kg (4-lb) weight loss, despite experiencing no decrease in appetite. His wife has noticed that sometimes his face and neck become red after meals or when he is in distress. A year ago, he was diagnosed with asthma. He has hypertension. Current medications include an albuterol inhaler and enalapril. He drinks one beer daily. His temperature is 36.7°C (98°F), pulse is 85/min, and blood pressure is 130/85 mm Hg. The lungs are clear to auscultation. A grade 2/6 systolic murmur is heard best at the left sternal border and fourth intercostal space. The abdomen is soft, and there is mild tenderness to palpation with no guarding or rebound. The remainder of the physical examination shows no abnormalities. A complete blood count is within the reference range. Without treatment, this patient is at greatest risk for which of the following conditions?","একজন ৪০ বছর বয়সী পুরুষ রোগী পাঁচ মাসের জলীয় ডায়রিয়া এবং পর্যায়ক্রমিক পেটের ক্র্যাম্পি ব্যথার জন্য চিকিৎসকের কাছে আসেন। তার জ্বর, বমি বমি ভাব বা বমি নেই। গত ছয় মাসে তিনি ১.৮ কেজি (৪ পাউন্ড) ওজন কমিয়েছেন, যদিও ক্ষুধা হ্রাস হয়নি। তাঁর স্ত্রী লক্ষ্য করেছেন যে খাবার খাওয়ার পরে অথবা চাপের সময় কখনও কখনও তার মুখ এবং গলা লাল হয়ে যায়। এক বছর আগে তাকে হাঁপানি নির্ণয় করা হয়েছে। তিনি উচ্চ রক্তচাপেও ভুগছেন। বর্তমান ওষুধে রয়েছে আলবুটেরল ইনহেলার এবং এনালাপ্রিল। তিনি প্রতিদিন একটি বিয়ার পান করেন। তার তাপমাত্রা ৩৬.৭°C (৯৮°F), পালস ৮৫/মিনিট, রক্তচাপ ১৩০/৮৫ মিমি পারদ। ফুসফুসে শোনায় পরিষ্কার। বাম স্টার্নাল সীমানা ও চতুর্থ ইন্টারকোস্টাল স্পেসে গ্রেড ২/৬ সিস্টোলিক মর্মর শোনা যায়। পেট নরম, হালকা টেন্ডারনেস আছে কিন্তু গার্ডিং বা রিবাউন্ড নেই। বাকি শারীরিক পরীক্ষায় কোনো অস্বাভাবিকতা দেখা যায় না। সম্পূর্ণ রক্ত গণনা স্বাভাবিক সীমার মধ্যে। চিকিৎসা না করলে এই রোগী সর্বোচ্চ ঝুঁকিতে থাকবে নিম্নলিখিত কোন অবস্থার জন্য?",0,0.7468873858451843,-5.1339921951293945,0.838392972946167,5.1339921951293945
US-00003,gpt-oss:120b,1,Asphyxia,অশ্বাস,0,0.6011785864830017,-2.519897937774658,0.5525963306427002,2.519897937774658
US-00003,gpt-oss:120b,2,Achlorhydria,অ্যাচ্লোরহাইড্রিয়া,0,0.8470287322998047,-0.2745707929134369,0.7656307220458984,0.2745707929134369
US-00003,gpt-oss:120b,3,T-cell lymphoma,টি-সেল লিম্ফোমা,0,0.8697826266288757,-0.5412699580192566,0.8291189670562744,0.5412699580192566
US-00003,gpt-oss:120b,4,Megaloblastic anemia,মেগালোব্লাস্টিক রক্তাল্পতা,0,0.8477814793586731,-0.10577655583620071,0.7971245646476746,0.10577655583620071
US-00003,gpt-oss:120b,5,Dementia,ডিমেনশিয়া,0,0.8847756385803223,-1.1444435119628906,0.6843091249465942,1.1444435119628906
US-00003,gpt-oss:120b,6,Intestinal fistula,অন্ত্রের ফিস্টুলা,0,0.8576781749725342,-1.1046916246414185,0.7958646416664124,1.1046916246414185
US-00003,gpt-oss:120b,7,Arthritis,আর্থ্রাইটিস,0,0.8754760026931763,-0.2804518938064575,0.8008948564529419,0.2804518938064575
